Dish,Protein (g),Fat (g),Carbohydrates (g),cuisines,allergy,Tags,image_url
Semolina Idli,110,129,129,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Vegetable Dalia,111,130,130,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Rava Kesari,112,131,131,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Bread Upma,113,132,132,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Vegetable Poha,114,133,133,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Kanda Poha,115,134,134,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Masala Oats,116,135,135,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Rava Uttapam,117,136,136,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Tomato Uttapam,118,137,137,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Plain Dosa,119,138,138,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Set Dosa,120,139,139,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Neer Dosa,121,140,140,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Appam,122,141,141,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Pesarattu,123,142,142,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Khakhra,124,143,143,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Thepla,125,144,144,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Batata Vada,126,145,145,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Misal Pav,127,146,146,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Vada Pav,128,147,147,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Kanda Bhaji,129,148,148,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Medu Vada,130,149,149,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Samosa,131,150,150,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Rajma Paratha,132,151,151,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Ajwain Paratha,133,152,152,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Moong Dal Dosa,134,153,153,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Rice Idli,135,154,154,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Coconut Chutney,136,155,155,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Tomato Chutney,137,156,156,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Dhokla,138,157,157,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Patra,139,158,158,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Ragda Pattice,140,159,159,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Bhel Puri,141,160,160,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Pani Puri,142,161,161,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Sev Puri,143,162,162,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Aloo Tikki,144,163,163,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Rajma Sandwich,145,164,164,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Vegetable Sandwich,146,165,165,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Bombay Toast Sandwich,147,166,166,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Paneer Sandwich,148,167,167,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Aloo Sandwich,149,168,168,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Cucumber Sandwich,150,169,169,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Strawberry Pancakes,151,170,170,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Apple Cinnamon Pancakes,152,171,171,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Peanut Butter Pancakes,153,172,172,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Protein Pancakes,154,173,173,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Vegan Pancakes,155,174,174,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Buttermilk Waffles,156,175,175,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Chicken and Waffles,157,176,176,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Egg and Cheese Bagel,158,177,177,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Bacon Bagel Sandwich,159,178,178,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Egg White Omelet,160,179,179,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Cheddar Omelet,161,180,180,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Mushroom Omelet,162,181,181,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Western Omelet,163,182,182,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Greek Omelet,164,183,183,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Burrito,165,184,184,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Quesadilla,166,185,185,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Avocado Bagel,167,186,186,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Peanut Butter Toast,168,187,187,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Egg Avocado Toast,169,188,188,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
French Toast Sticks,170,189,189,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Hash,171,190,190,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Hash Browns,172,191,191,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Sausage,173,192,192,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Turkey Bacon,174,193,193,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Pizza,175,194,194,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Flatbread,176,195,195,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
English Muffin with Jam,177,196,196,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Granola Bowl,178,197,197,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Greek Yogurt Parfait,179,198,198,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Fruit Yogurt Bowl,180,199,199,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Overnight Oats,181,200,200,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Choco Chip Muffin,182,201,201,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Blueberry Muffin,183,202,202,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
