Dish,Protein (g),Fat (g),Carbohydrates (g),cuisines,allergy,Tags,image
Italian Cold Cuts with Bread,25,39,21,"[""Italian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1182280376/photo/italian-sandwichs-with-roasted-red-peppers.jpg?s=612x612&w=0&k=20&c=glCg30D-hy6t-u9xt9fo0HhVoJGUwVc-odP92oVsuDA=
Arancini,25,24,41,"[""Italian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1973681082/photo/raw-arancini-rice-ball-after-shaping-into-round-shape-step-before-coating-whit-breadcrumb-or.jpg?s=612x612&w=0&k=20&c=h5bE0WFo-fUu3FcaJcVM8uh7u93p0J9cANpoiFHqM1Q=
Labneh with Olive Oil and Pita,14,31,32,"[""Mediterranean""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1371357793/photo/labneh-yogurt-cream-cheese-with-olive-oil-and-zaatar-traditional-middle-eastern-arabic.jpg?s=612x612&w=0&k=20&c=cWd8ur3QlQVFppOCr_JS0Nm4KfMxjoWfYnwPg4cQOEI=
Hummus with Pita,7,12,32,"[""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/955998652/photo/homemade-chickpea-hummus-bowl-with-pita-chips-and-paprika.jpg?s=612x612&w=0&k=20&c=H3m78rhd7113mc06CqBKLH4PVn7e8AUmTes2yCQEzlY=
Manakish with Za'atar,22,32,43,"[""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1425969486/photo/thyme-pastry-pizza-served-in-a-cutting-board-isolated-on-grey-background-top-view-of-arabian.jpg?s=612x612&w=0&k=20&c=HnYbKbwU-qwE5etRtQSw-E_-GVzhYsA4ecZHRM6uy_c=
Greek Yogurt with Honey and Nuts,13,22,19,"[""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/469138082/photo/greek-yogurt-with-honey-and-nuts.jpg?s=612x612&w=0&k=20&c=YjZ_VxAcBEhuJHDbxtjLPaPh_TECjiiNsnywcH-G7kU=
Feta Cheese with Tomatoes and Olives,22,44,29,"[""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1202693238/photo/greek-salad-with-greens-olives-and-feta-chesse-on-a-white-plate-top-view.jpg?s=612x612&w=0&k=20&c=jQcWBrkFLesH6DpkO31BF5im1WBD4n1-IxopZht87sc=
Pita Bread with Olive Oil,4,7,40,"[""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/955998652/photo/homemade-chickpea-hummus-bowl-with-pita-chips-and-paprika.jpg?s=612x612&w=0&k=20&c=H3m78rhd7113mc06CqBKLH4PVn7e8AUmTes2yCQEzlY=
Tzatziki with Bread,10,14,6,"[""Mediterranean""]","[""Dairy""]","[""Snacks""]",https://media.istockphoto.com/id/485522357/photo/yoghurt-sauce-tzatziki-with-pieces-of-pita-bread.jpg?s=612x612&w=0&k=20&c=zegPhdoYwhL97L1JmNKXAbnxsi3PKAs0yD-L6oUyHkQ=
Ful Medames,13,5,24,"[""Mediterranean""]","[""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1221391077/photo/ful-medames-or-fava-beans-in-black-bowl-at-grey-backdrop-foul-mudammas-is-a-egyptian-lebanese.jpg?s=612x612&w=0&k=20&c=ae12x8bnqk6895o52tDVjSnNPqmQR331SAA46GJ-oTk=
Olive and Cheese Sandwich,13,23,32,"[""American""]","[""Dairy""]","[""Snacks""]",https://media.istockphoto.com/id/136928792/photo/tomato-and-cheese-sandwiches.jpg?s=612x612&w=0&k=20&c=ayM_oL_wXMQEtOGF_nnh3jJm7Qj817tnvupP6JytQq4=
Falafel Wrap,18,23,59,"[""Mediterranean""]","[""Gluten""]","[""Lunch"", ""Dinner""]",https://media.istockphoto.com/id/1139093193/photo/tortilla-wrap-with-falafel-and-fresh-salad-vegan-tacos-vegetarian-healthy-food.jpg?s=612x612&w=0&k=20&c=uUS2GP7JHvTMhqeuZbdfFcaV-zEDe3wEAHeKtZ4vKOw=
Boiled Eggs with Olive Oil and Herbs,32,28,1,"[""American""]","[""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/2188665339/photo/close-up-view-buckwheat-groats-with-avocado-various-vegetables-and-soft-boiled-egg-in-a.jpg?s=612x612&w=0&k=20&c=sO8Utovxz7pWY396IbrLwfZzYTIbhnL80RsWU7cXl0I=
Porridge with Dried Fruits,10,8,45,"[""American""]","[""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1128744354/photo/oatmeal-with-fresh-raw-blueberry-almond-nuts-and-honey-for-breakfast-healthy-vegetarian-food.jpg?s=612x612&w=0&k=20&c=kwZb1L4cJy-KWxtEgPKONPGYB2wy2tXLHq8d51GnghU=
Spinach and Feta Pie,14,37,30,"[""Mediterranean""]","[""Dairy""]","[""Snacks""]",https://media.istockphoto.com/id/468993328/photo/delicious-quiche-on-a-napkin.jpg?s=612x612&w=0&k=20&c=-X7a2ZB3GXI0SmyZUCu7Co_dt4y2CFmXIzECFIOJZXE=
Zaatar and Cheese Roll,9,12,9,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1779054596/photo/fresh-delicious-puff-pastry-with-tasty-filling-on-white-background.jpg?s=612x612&w=0&k=20&c=vMDC1kTMGTyBPXbw1jFhuepwVbt-t_YZ_vUU49VNEsQ=
Vegetable Omelet,24,50,3,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks"", ""High Protein""]",https://media.istockphoto.com/id/691554478/photo/omelet-with-parsley-cherry-tomatoes-and-copyspace.jpg?s=612x612&w=0&k=20&c=EDi8NhOqINhaAuJ4I9V15lNGZEs3uv1WKRO5_yrLrpc=
Flatbread with Labneh,32,39,66,"[""Mediterranean""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1281122208/photo/homemade-yogurt-labneh-cheese-dip.jpg?s=612x612&w=0&k=20&c=kiMURcduQQ3p6e5wJs3-kXjGw8Jx7_nXk1J7RnRzc08=
Pita with Baba Ganoush,12,32,42,"[""Mediterranean""]","[""Nuts""]","[""Lunch"", ""Snacks""]",https://media.istockphoto.com/id/1332810811/photo/baba-ganoush-baked-eggplant-with-sesame-paste-with-ingredients-close-up-top-view.jpg?s=612x612&w=0&k=20&c=FRsGvAW4IQHSk2S2f1OeQphhPxEm9m6mj7Jm_o88MJM=
Herbed Feta and Veggie Sandwich,25,26,42,"[""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Breakfast"", ""Lunch""]",https://media.istockphoto.com/id/1201030741/photo/healthy-organic-veggie-garden-sandwich.jpg?s=612x612&w=0&k=20&c=DRbnIiUj6BumyANIZdpfZsIZj2iSwYOTvZM0aL7_rZM=
Tomato and Olive Bruschetta,6,8,8,"[""Italian""]","[""Gluten"", ""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/1362096660/photo/homemade-italian-bruschetta-with-tomatoes-basil-and-olives-on-a-plate-in-tuscany-italy.jpg?s=612x612&w=0&k=20&c=jsx3ga8BWP1_8aLdIodmdzJclT0LGV_y_iOo67YRswg=
Buttermilk Pancakes,10,21,38,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/161170090/photo/pancakes-with-berries-and-maple-syrup.jpg?s=612x612&w=0&k=20&c=8EctScsN7q5UmxeXPNBnYN1eFmJmgmp2bE0OIq_czwM=
Blueberry Pancakes,22,14,60,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/541279742/photo/blueberry-ricotta-pancakes.jpg?s=612x612&w=0&k=20&c=c4dsktA_M_EBDRsUVQw0lpSEbZhDfsVpEI2dDQzh4nU=
Banana Pancakes,8,8,52,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/486607254/photo/banana-cashew-pancakes-with-bananas-and-salted-caramel-sauce.jpg?s=612x612&w=0&k=20&c=HETOFJHWnR8JXh8E8ZezBNIoqzgPcubelG7A0ppRglg=
Chocolate Chip Pancakes,19,34,70,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/157617841/photo/pancakes.jpg?s=612x612&w=0&k=20&c=jgcJAg82KVtag9g7btfjGXu4nhtMtb5rHM6FqqhPdpA=
Whole Wheat Pancakes,6,3,25,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/509188200/photo/pancakes-with-banana-nuts-and-honey.jpg?s=612x612&w=0&k=20&c=WzOlEjI9xXbqPXndXLu7jRnZARRGTjELJ4931A9hi1I=
Belgian Waffles,10,36,61,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/911076776/photo/sweet-homemade-berry-belgian-waffle.jpg?s=612x612&w=0&k=20&c=INvvUz2TqSUCZ1ML4kJO5nRvdUDTtEup2gBnFMudLAY=
Sweet Potato Waffles,10,9,45,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1125949776/photo/sweet-potato-waffle-with-salad.jpg?s=612x612&w=0&k=20&c=vzmjNXrc8pYXoyV2X-npej410cmEIkUgLSR3kEI5g98=
Pumpkin Spice Waffles,15,30,87,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/626700180/photo/pumpkin-waffles-autumn-breakfast-on-white-background-selective-focus.jpg?s=612x612&w=0&k=20&c=3gdlqjVFULtNVusRvq2Jzfwxb2v8qbaVqNjYwFCifHA=
Gluten-Free Waffles,10,9,83,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1455507216/photo/womans-hand-pours-date-syrup-on-banana-oat-waffles.jpg?s=612x612&w=0&k=20&c=e2XcBzbaFj9mJapA4lL-h4qcA9UZffAw2QKMN3Xl3iQ=
Classic French Toast,15,16,26,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/524892352/photo/french-toast-on-white-wallpaper.jpg?s=612x612&w=0&k=20&c=tC-eIdxE8F2972cMTKmpF9QS1j7ZrzoT906wS_YMvfo=
Croissant,8,21,38,"[""French""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1418644931/photo/heap-of-freshly-baked-croissants-in-a-bakery.jpg?s=612x612&w=0&k=20&c=0PVbj9upnAoxaR9DImH6do00td7T9H1aoU231Of8PSs=
Pain au Chocolat,4,21,28,"[""French""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/180824921/photo/fresh-chocolate-croissants-on-a-plate.jpg?s=612x612&w=0&k=20&c=Q6fUlJzjMM3GCj2h1KKQT4R_xzObpWyQDQ7HB55CbAk=
Danish Pastry,5,33,59,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1061745824/photo/cherry-and-lemon-danish.jpg?s=612x612&w=0&k=20&c=hMZmy6OBhCBuD3CL0MGKMAyua7el0QIt19WlLnULJB4=
Scones,4,9,67,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1302833389/photo/blueberry-scones.jpg?s=612x612&w=0&k=20&c=C967P8KPWMmJabeUMuoz7Ku-6tF8iNMMIXY9GD3eVpQ=
Baguette with Jam,4,3,45,"[""French""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1248475174/photo/sandwich-with-strawberry-jam-spread-with-margarine-on-a-plate.jpg?s=612x612&w=0&k=20&c=jIhPsZsyoemEhxtVnO3GdDDFEdthjSe2ZVYLwoLiSNg=
Idli,7,0,14,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/638506124/photo/idli-with-coconut-chutney-and-sambhar.jpg?s=612x612&w=0&k=20&c=ze1ngBM0LY4w9aqWx_tGe2vTAr4uf36elveTDZ83fgw=
Dosa,5,5,30,"[""Indian""]","[""Gluten""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1460788317/photo/south-indian-vegetarian-breakfast.jpg?s=612x612&w=0&k=20&c=uWbKr62yUQ4xf7_rzfEjEq1ELk-vYyO1obLTvd6E-3s=
Upma,5,11,31,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1488737992/photo/upma-recipe-suji-ka-upma-rava-upma-with-red-and-coconut-chutney.jpg?s=612x612&w=0&k=20&c=dGTIRLT4c7XdC8xAqkumyuURqMAy3HNQccNjEQT3wmU=
Poha,8,10,40,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1198052406/photo/poha-a-traditional-indian-breakfastac.jpg?s=612x612&w=0&k=20&c=lAg6L8Co_--s2Zu00kctvAqMj0qN3xGRDjIIDeBj1nM=
Masala Chai,0,0,0,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1096057548/photo/aloo-gobi-cauliflower-potato-curry.jpg?s=612x612&w=0&k=20&c=FHnOLRLfBn0zQDHsy_gutmT0iXa4D0g5vg1uxJnc_40=
Puri Bhaji,11,34,40,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1096057548/photo/aloo-gobi-cauliflower-potato-curry.jpg?s=612x612&w=0&k=20&c=FHnOLRLfBn0zQDHsy_gutmT0iXa4D0g5vg1uxJnc_40=
Uttapam,4,5,23,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Lunch""]",https://media.istockphoto.com/id/1096057548/photo/aloo-gobi-cauliflower-potato-curry.jpg?s=612x612&w=0&k=20&c=FHnOLRLfBn0zQDHsy_gutmT0iXa4D0g5vg1uxJnc_40=
Nasi Lemak,25,44,81,"[""Thai""]","[""Gluten"", ""Nuts""]","[""Lunch"", ""Dinner""]",https://media.istockphoto.com/id/1096057548/photo/aloo-gobi-cauliflower-potato-curry.jpg?s=612x612&w=0&k=20&c=FHnOLRLfBn0zQDHsy_gutmT0iXa4D0g5vg1uxJnc_40=
Kaya Toast,3,7,41,"[""Singaporean""]","[""Dairy"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1096057548/photo/aloo-gobi-cauliflower-potato-curry.jpg?s=612x612&w=0&k=20&c=FHnOLRLfBn0zQDHsy_gutmT0iXa4D0g5vg1uxJnc_40=
Pho,25,6,35,"[""Vietnamese""]","[""Dairy"", ""Nuts""]","[""Lunch"", ""Dinner""]",https://media.istockphoto.com/id/1096057548/photo/aloo-gobi-cauliflower-potato-curry.jpg?s=612x612&w=0&k=20&c=FHnOLRLfBn0zQDHsy_gutmT0iXa4D0g5vg1uxJnc_40=
Roti Canai,4,11,30,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1096057548/photo/aloo-gobi-cauliflower-potato-curry.jpg?s=612x612&w=0&k=20&c=FHnOLRLfBn0zQDHsy_gutmT0iXa4D0g5vg1uxJnc_40=
Miso Soup with Rice,10,1,24,"[""Japanese""]","[""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/1096057548/photo/aloo-gobi-cauliflower-potato-curry.jpg?s=612x612&w=0&k=20&c=FHnOLRLfBn0zQDHsy_gutmT0iXa4D0g5vg1uxJnc_40=
Huevos Rancheros,25,24,25,"[""Mexican""]","[""Dairy""]","[""Breakfast"", ""Lunch""]",https://media.istockphoto.com/id/1096057548/photo/aloo-gobi-cauliflower-potato-curry.jpg?s=612x612&w=0&k=20&c=FHnOLRLfBn0zQDHsy_gutmT0iXa4D0g5vg1uxJnc_40=
Breakfast Tacos,24,38,71,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1096057548/photo/aloo-gobi-cauliflower-potato-curry.jpg?s=612x612&w=0&k=20&c=FHnOLRLfBn0zQDHsy_gutmT0iXa4D0g5vg1uxJnc_40=
Acai Bowl,15,7,58,"[""American""]","[""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1096057548/photo/aloo-gobi-cauliflower-potato-curry.jpg?s=612x612&w=0&k=20&c=FHnOLRLfBn0zQDHsy_gutmT0iXa4D0g5vg1uxJnc_40=
Berry Smoothie Bowl,25,10,39,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1158872562/photo/healthy-acai-smoothie-bowl.jpg?s=612x612&w=0&k=20&c=rV-d_aj471ngDEQ1zpDINZUPS6kX4xzv2kghtsFl8xI=
Chia Pudding,4,6,14,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1454894336/photo/healthy-breakfast-or-morning-with-chia-seeds-vanilla-pudding-raspberry-and-blueberry-berries.jpg?s=612x612&w=0&k=20&c=Yo3eT6ZWVJmzuMNGku2s1vaLMw-qP4CeiA7qu3uHTKI=
Oatmeal,6,2,25,"[""American""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1408374876/photo/oatmeal-porridge-bowl-with-berry-fruits-in-female-hands.jpg?s=612x612&w=0&k=20&c=t-nDA76Z8G7aiTw4O6ET55yn-YXj8iA7hFJCkkJzaPw=
Paneer Paratha,20,30,40,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1213259784/photo/aallu-parantha.jpg?s=612x612&w=0&k=20&c=K1tPqRg0MQkEIaPB_u-QXpL4zLhNgSA86EMWM5DVxJA=
Gobhi Paratha,11,12,40,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1217460029/photo/gobhi-paratha-an-indian-flatbread-filled-with-a-spicy-grated-cauliflower-mixture.jpg?s=612x612&w=0&k=20&c=SZ2DLEdcQJ_ugPxBKgzhu-gs876iiE2QZ7Ymt2gw6IY=
Methi Paratha,13,7,21,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1330523075/photo/whole-wheat-methi-thepla-rolls-with-paneer-capsicum-filling-and-a-bowl-of-masala-curd.jpg?s=612x612&w=0&k=20&c=XPTD_GxNlrBN4nhwJZmF4_tAfb3RmtYVx_Vuko2IHB0=
Sabudana Khichdi,4,3,35,"[""Indian""]","[""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1429102765/photo/close-up-of-sabudana-khichadi-an-authentic-dish-from-maharashtra-made-with-sago-seeds-and.jpg?s=612x612&w=0&k=20&c=vgyLz2QiD39rDc71yvBUsTeTwoXUUTrXR_rJbFQwwiw=
Moong Dal Chilla,12,2,22,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1465606833/photo/indian-food-moong-dal-chilla-is-ready-to-eat.jpg?s=612x612&w=0&k=20&c=cmJt5uLPAte3JKjAW4qe1-YhtqhlMmD-rGkMO3StKEc=
Besan Chilla,20,13,30,"[""Indian""]","[""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1158839162/photo/chilla-or-besan-cheela-or-veg-omelette.jpg?s=612x612&w=0&k=20&c=wn-OwtgOvgYnlRc_QrlNB4mXhcoZbuCVLrzwM8bPq6s=
Vegetable Upma,9,13,26,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1306314927/photo/upma-or-rava-upma.jpg?s=612x612&w=0&k=20&c=X2s_e_UqUD2PWTlxVW-WMLKUMhJ0p1-qaWYwgMjqG-U=
Semolina Idli,6,5,28,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/481746758/photo/rava-idli-with-sagu.jpg?s=612x612&w=0&k=20&c=LdJO-OQHWnIGyjpzoRG6lKwdq4zj_eTWsqz6CBzA6Ag=
Vegetable Dalia,4,3,19,"[""Indian""]","[""Gluten""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1254226641/photo/dalia-khichdi-or-daliya-khichadi-is-a-delicious-one-pot-meal-made-from-broken-wheat-and.jpg?s=612x612&w=0&k=20&c=nC6X5-5zFW0w7KjG8oTlPu4fzBYG1SFz_R0NNOs1N20=
Rava Kesari,4,21,55,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1256953975/photo/indian-traditional-sweet-plain-semolinasuji-halwa-also-known-as-sweet-rava-sheera-or-shira.jpg?s=612x612&w=0&k=20&c=rP4lnlBbWaQrqBZZnN54GAkCVBbUKZgCNRtu4w-FC5I=
Bread Upma,6,7,25,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1343992945/photo/south-indian-style-bread-upma-served-in-a-bowl-closeup-with-selective-focus-and-blur.jpg?s=612x612&w=0&k=20&c=pIc-Ml0iJ5WatL_EeCwa4gf8OYwdFx5ZLsSTDQviHyI=
Vegetable Poha,6,7,27,"[""Indian""]","[""Nuts""]","[""Breakfast"", ""Lunch"", ""Snacks""]",https://media.istockphoto.com/id/1224603646/photo/indian-cuisine-indian-food-indian-cuisine-poha-or-flattened-rice-traditional-western-indian.jpg?s=612x612&w=0&k=20&c=F9wmZIM3shoj7s0kCfypm7x_prclZFTEnk7GAm-a-4w=
Kanda Poha,5,4,35,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1093257580/photo/aloo-kanda-poha-or-tarri-pohe-with-spicy-chana-masala-curry-selective-focus.jpg?s=612x612&w=0&k=20&c=a2TZU--Xl_EDbJrO5Fd2Z8gRXQZ7By7h4g49Y_3Jrc0=
Masala Oats,9,5,27,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1191001190/photo/vegetable-masala-oats-khichadi-served-in-a-bowl-selective-focus.jpg?s=612x612&w=0&k=20&c=_FPOuHv0k7eLQPnkfknnh2u39upJuotSrsO4lWv4S3I=
Rava Uttapam,4,9,22,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1024558722/photo/group-of-south-indian-food-like-masala-dosa-uttapam-idli-idly-wada-vada-sambar-appam-semolina.jpg?s=612x612&w=0&k=20&c=cbuPAUzlnqlnXhZAa2NbLoSHLUi6OEaVFayHKRAYO7E=
Tomato Uttapam,4,14,48,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/2161941112/photo/uttapam-south-india-breakfast.jpg?s=612x612&w=0&k=20&c=2oplOFi4IP9SbMt2FaU-qolHUtsJ913cXM5z7PYqb4M=
Plain Dosa,5,6,30,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1488738021/photo/crispy-masala-sin.jpg?s=612x612&w=0&k=20&c=lSMA98yvg3lNIrQzrN1qGPpQoISxInOXhaN24x-wwdE=
Set Dosa,7,14,34,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1430343827/photo/south-indian-breakfast-dosa.jpg?s=612x612&w=0&k=20&c=6m1KQJM-iYJqzcxTDsz64JNLQVtC3ikVyNHz4RZeiro=
Neer Dosa,3,5,26,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/481749452/photo/neer-dosa.jpg?s=612x612&w=0&k=20&c=TWbzAMr-1lyztMn2LClv6g3jjDrX_hzHEi4RvZhq8iw=
Appam,6,11,16,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1365182679/photo/laced-barnyard-millet-crepes-served-along-with-mixed-vegetable-ground-coconut-cashew-gravy.jpg?s=612x612&w=0&k=20&c=VlnkPeEHB3uRYM83B-Ow8i5b1sfAQv_Y7hyLSJoKMtk=
Pesarattu,9,4,21,"[""Indian""]","[""Gluten"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1336521391/photo/protein-rich-moong-bean-crepe-locally-known-as-pesarattu-it-looks-like-dosa-but-not-made-with.jpg?s=612x612&w=0&k=20&c=PlWmOJ9CpCmOnRSZ-iQLEvvnjDN5GuvLvsRXvJ6tTqk=
Khakhra,4,14,11,"[""Indian""]","[""Gluten""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1265225281/photo/indian-khakhra-is-a-traditional-gujarati-snack.jpg?s=612x612&w=0&k=20&c=PhRvZF4kcKfNz16fzvv27WfRR1E-C4dglSFCyMB47fE=
Thepla,10,15,25,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1807607799/photo/thepla-or-methi-thepla-gujarati-dish.jpg?s=612x612&w=0&k=20&c=HSP9JPsgRas1cxKNI_W8MQQFk51TEm3EhJJBE1FLJJ8=
Batata Vada,7,10,22,"[""Indian""]","[""Dairy""]","[""Snacks""]",https://media.istockphoto.com/id/1256509556/photo/batata-vada-or-aaloo-bonda.jpg?s=612x612&w=0&k=20&c=bv99h3u9PTHn7mtEsBpGXUSbt8lkUNZA8FMmnTbR-lw=
Misal Pav,19,10,23,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/2168401768/photo/authentic-maharashtrain-spicy-misal-pav-with-black-background-misal-pav-is-a-food-of-usal.jpg?s=612x612&w=0&k=20&c=CYeQHttspckqQ8WEsGJHSrmnclsMXcgtvhDBkBI7gn4=
Kanda Bhaji,4,15,24,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/1285545879/photo/shot-of-piyaz-pakora-bhaji-bhajji-bhajiya-bajji-in-a-glass-plate-with-some-fresh-green.jpg?s=612x612&w=0&k=20&c=uWMF0dSDRtoKBnKi_q8HcAB4f8BoMGuS8Uad0B9ndOU=
Medu Vada,6,12,21,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1345352262/photo/medu-vada-a-popular-south-indian-food-medu-vadai-with-sambar.jpg?s=612x612&w=0&k=20&c=NEzgaXX3Y7LqJs6N8HqIg00SZHfKb02timNkxNnbNvM=
Rajma Paratha,18,7,35,"[""Indian""]","[""Gluten"", ""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/1393632685/photo/daal-makhni-or-dal-makhani-is-a-north-indian-recipe-using-black-lentils-and-red-kidney-beans.jpg?s=612x612&w=0&k=20&c=wN3vJ-3ayvzqKS6p2SoBHFeMK7Tq7MEazD6ajD4HXRU=
Ajwain Paratha,12,15,48,"[""Indian""]","[""Dairy""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/2191910524/photo/methi-paratha-is-a-soft-flavorful-indian-flatbread-made-with-fenugreek-leaves-whole-wheat.jpg?s=612x612&w=0&k=20&c=4ng5_TptoPnxFtzK0B2TuQfHKioxCB0iE4-zp7nZCSU=
Moong Dal Dosa,6,9,17,"[""Indian""]","[""Nuts""]","[""Breakfast"", ""Snacks""]",https://media.istockphoto.com/id/477596121/photo/south-indian-dish-onion-uthappams.jpg?s=612x612&w=0&k=20&c=VeCKIvxs4niRM3JcYrJxHY2fToOYdYuHs4YFCshq-6g=
